goid,gid
GO:0006355,ATCC64974_5340-T1
GO:0003824,ATCC64974_3620-T1
GO:0005975,ATCC64974_3620-T1
GO:0004553,ATCC64974_3620-T1
GO:0043169,ATCC64974_3620-T1
GO:0003844,ATCC64974_3620-T1
GO:0005978,ATCC64974_3620-T1
GO:0006511,ATCC64974_210-T1
GO:0016491,ATCC64974_9860-T1
GO:0055114,ATCC64974_9860-T1
GO:0008270,ATCC64974_9860-T1
GO:0004519,ATCC64974_5170-T1
GO:0006364,ATCC64974_5170-T1
GO:0090730,ATCC64974_5170-T1
GO:0098599,ATCC64974_9410-T1
GO:0006597,ATCC64974_8280-T1
GO:0008295,ATCC64974_8280-T1
GO:0004014,ATCC64974_8280-T1
GO:0003723,ATCC64974_3660-T1
GO:0004826,ATCC64974_3660-T1
GO:0008270,ATCC64974_1370-T1
GO:0005634,ATCC64974_1370-T1
GO:0000981,ATCC64974_1370-T1
GO:0006355,ATCC64974_1370-T1
GO:0016491,ATCC64974_10-T1
GO:0005506,ATCC64974_10-T1
GO:0008610,ATCC64974_10-T1
GO:0055114,ATCC64974_10-T1
GO:0042254,ATCC64974_4100-T1
GO:0000027,ATCC64974_4100-T1
GO:0030976,ATCC64974_6660-T1
GO:0016831,ATCC64974_6660-T1
GO:0000287,ATCC64974_6660-T1
GO:0003824,ATCC64974_6660-T1
GO:0005515,ATCC64974_5590-T1
GO:0030246,ATCC64974_3650-T1
GO:0003824,ATCC64974_3650-T1
GO:0031625,ATCC64974_5260-T1
GO:0006511,ATCC64974_5260-T1
GO:0031461,ATCC64974_5260-T1
GO:0055114,ATCC64974_7480-T1
GO:0016614,ATCC64974_7480-T1
GO:0050660,ATCC64974_7480-T1
GO:0016575,ATCC64974_8550-T1
GO:0070823,ATCC64974_8550-T1
GO:0020037,ATCC64974_9560-T1
GO:0046872,ATCC64974_9560-T1
GO:0019441,ATCC64974_9560-T1
GO:0004489,ATCC64974_8450-T1
GO:0055114,ATCC64974_8450-T1
GO:0006555,ATCC64974_8450-T1
GO:0004177,ATCC64974_8110-T1
GO:0006508,ATCC64974_8110-T1
GO:0008270,ATCC64974_8110-T1
GO:0031966,ATCC64974_130-T1
GO:0005643,ATCC64974_120-T1
GO:0017056,ATCC64974_120-T1
GO:0004061,ATCC64974_8910-T1
GO:0019441,ATCC64974_8910-T1
GO:0016491,ATCC64974_3750-T1
GO:0055114,ATCC64974_3750-T1
GO:0006099,ATCC64974_3750-T1
GO:0009055,ATCC64974_3750-T1
GO:0051536,ATCC64974_3750-T1
GO:0051537,ATCC64974_3750-T1
GO:0015689,ATCC64974_3160-T1
GO:0015098,ATCC64974_3160-T1
GO:0016791,ATCC64974_6100-T1
GO:0003676,ATCC64974_3360-T1
GO:0055085,ATCC64974_5660-T1
GO:0005887,ATCC64974_5660-T1
GO:0016787,ATCC64974_6630-T1
GO:0007034,ATCC64974_4350-T1
GO:0016788,ATCC64974_1420-T1
GO:0004185,ATCC64974_1930-T1
GO:0006508,ATCC64974_1930-T1
GO:0046416,ATCC64974_2920-T1
GO:0003884,ATCC64974_2920-T1
GO:0071949,ATCC64974_2920-T1
GO:0055114,ATCC64974_2920-T1
GO:0016491,ATCC64974_2920-T1
GO:0000166,ATCC64974_6510-T1
GO:0016021,ATCC64974_6510-T1
GO:0006396,ATCC64974_7550-T1
GO:0004525,ATCC64974_7550-T1
GO:0005515,ATCC64974_6160-T1
GO:0004672,ATCC64974_6160-T1
GO:0006468,ATCC64974_6160-T1
GO:0005524,ATCC64974_6160-T1
GO:0016020,ATCC64974_3150-T1
GO:0016887,ATCC64974_3150-T1
GO:0005524,ATCC64974_3150-T1
GO:0055085,ATCC64974_3150-T1
GO:0016021,ATCC64974_3150-T1
GO:0042626,ATCC64974_3150-T1
GO:0005515,ATCC64974_470-T1
GO:0006812,ATCC64974_1570-T1
GO:0055085,ATCC64974_1570-T1
GO:0015299,ATCC64974_1570-T1
GO:0016021,ATCC64974_1570-T1
GO:0016763,ATCC64974_600-T1
GO:0006400,ATCC64974_600-T1
GO:0008479,ATCC64974_600-T1
GO:0101030,ATCC64974_600-T1
GO:0016866,ATCC64974_6940-T1
GO:0000250,ATCC64974_6940-T1
GO:0016104,ATCC64974_6940-T1
GO:0042300,ATCC64974_6940-T1
GO:0005811,ATCC64974_6940-T1
GO:0046872,ATCC64974_7750-T1
GO:0003824,ATCC64974_7750-T1
GO:0004620,ATCC64974_6850-T1
GO:0009395,ATCC64974_6850-T1
GO:0016592,ATCC64974_1060-T1
GO:0016491,ATCC64974_6900-T1
GO:0031177,ATCC64974_6900-T1
GO:0003824,ATCC64974_6900-T1
GO:0016740,ATCC64974_6900-T1
GO:0006508,ATCC64974_3930-T1
GO:0004190,ATCC64974_3930-T1
GO:0003871,ATCC64974_2290-T1
GO:0008270,ATCC64974_2290-T1
GO:0009086,ATCC64974_2290-T1
GO:0016627,ATCC64974_10020-T1
GO:0055114,ATCC64974_10020-T1
GO:0003735,ATCC64974_3430-T1
GO:0005840,ATCC64974_3430-T1
GO:0006412,ATCC64974_3430-T1
GO:0015935,ATCC64974_3430-T1
GO:0046912,ATCC64974_7730-T1
GO:0006101,ATCC64974_7730-T1
GO:0004108,ATCC64974_7730-T1
GO:0006099,ATCC64974_7730-T1
GO:0008168,ATCC64974_4020-T1
GO:0016491,ATCC64974_1740-T1
GO:0055114,ATCC64974_1740-T1
GO:0003677,ATCC64974_5300-T1
GO:0005760,ATCC64974_5300-T1
GO:0006260,ATCC64974_5300-T1
GO:0003887,ATCC64974_5300-T1
GO:0016020,ATCC64974_5140-T1
GO:0006508,ATCC64974_5140-T1
GO:0008236,ATCC64974_5140-T1
GO:0000398,ATCC64974_8960-T1
GO:0005681,ATCC64974_8960-T1
GO:0008270,ATCC64974_6810-T1
GO:0005634,ATCC64974_6810-T1
GO:0000981,ATCC64974_6810-T1
GO:0006355,ATCC64974_6810-T1
GO:0005515,ATCC64974_7820-T1
GO:0003723,ATCC64974_4170-T1
GO:0000178,ATCC64974_4170-T1
GO:0046559,ATCC64974_4680-T1
GO:0045493,ATCC64974_4680-T1
GO:0005576,ATCC64974_4680-T1
GO:0071949,ATCC64974_6350-T1
GO:0055114,ATCC64974_9880-T1
GO:0016491,ATCC64974_9880-T1
GO:0006228,ATCC64974_8440-T1
GO:0004550,ATCC64974_8440-T1
GO:0006241,ATCC64974_8440-T1
GO:0006165,ATCC64974_8440-T1
GO:0006183,ATCC64974_8440-T1
GO:0016020,ATCC64974_6180-T1
GO:0055085,ATCC64974_6180-T1
GO:0022857,ATCC64974_6180-T1
GO:0003723,ATCC64974_5500-T1
GO:0016787,ATCC64974_5500-T1
GO:0030145,ATCC64974_5500-T1
GO:0005515,ATCC64974_4860-T1
GO:0004386,ATCC64974_3330-T1
GO:0003676,ATCC64974_3330-T1
GO:0016021,ATCC64974_7200-T1
GO:0005524,ATCC64974_7200-T1
GO:0016887,ATCC64974_7200-T1
GO:0055085,ATCC64974_7200-T1
GO:0042626,ATCC64974_7200-T1
GO:0006812,ATCC64974_700-T1
GO:0055085,ATCC64974_700-T1
GO:0008324,ATCC64974_700-T1
GO:0016021,ATCC64974_700-T1
GO:0055114,ATCC64974_7230-T1
GO:0005835,ATCC64974_7230-T1
GO:0006633,ATCC64974_7230-T1
GO:0004312,ATCC64974_7230-T1
GO:0016740,ATCC64974_7230-T1
GO:0004318,ATCC64974_7230-T1
GO:0003824,ATCC64974_7230-T1
GO:0055085,ATCC64974_3840-T1
GO:0005887,ATCC64974_3840-T1
GO:0004371,ATCC64974_5250-T1
GO:0006071,ATCC64974_5250-T1
GO:0005524,ATCC64974_5250-T1
GO:0005515,ATCC64974_5550-T1
GO:0008236,ATCC64974_1080-T1
GO:0006508,ATCC64974_1080-T1
GO:0005515,ATCC64974_9910-T1
GO:0016021,ATCC64974_2050-T1
GO:0000166,ATCC64974_2050-T1
GO:0004061,ATCC64974_9270-T1
GO:0019441,ATCC64974_9270-T1
GO:0000166,ATCC64974_9810-T1
GO:0004830,ATCC64974_9810-T1
GO:0006436,ATCC64974_9810-T1
GO:0005524,ATCC64974_9810-T1
GO:0004812,ATCC64974_9810-T1
GO:0006418,ATCC64974_9810-T1
GO:0016021,ATCC64974_6010-T1
GO:0005524,ATCC64974_6010-T1
GO:0016887,ATCC64974_6010-T1
GO:0055085,ATCC64974_6010-T1
GO:0042626,ATCC64974_6010-T1
GO:0003676,ATCC64974_50-T1
GO:0008270,ATCC64974_5750-T1
GO:0005634,ATCC64974_5750-T1
GO:0000981,ATCC64974_5750-T1
GO:0006355,ATCC64974_5750-T1
GO:0055114,ATCC64974_7100-T1
GO:0008131,ATCC64974_7100-T1
GO:0005507,ATCC64974_7100-T1
GO:0009308,ATCC64974_7100-T1
GO:0048038,ATCC64974_7100-T1
GO:0005634,ATCC64974_7530-T1
GO:0055085,ATCC64974_6700-T1
GO:0016020,ATCC64974_6700-T1
GO:0022857,ATCC64974_6700-T1
GO:0055114,ATCC64974_3190-T1
GO:0020037,ATCC64974_3190-T1
GO:0016705,ATCC64974_3190-T1
GO:0005506,ATCC64974_3190-T1
GO:0005524,ATCC64974_870-T1
GO:0006351,ATCC64974_5330-T1
GO:0008270,ATCC64974_5330-T1
GO:0005634,ATCC64974_5330-T1
GO:0003677,ATCC64974_5330-T1
GO:0004190,ATCC64974_2870-T1
GO:0006508,ATCC64974_2870-T1
GO:0003824,ATCC64974_6280-T1
GO:0003824,ATCC64974_4630-T1
GO:0016491,ATCC64974_4630-T1
GO:0010181,ATCC64974_4630-T1
GO:0055114,ATCC64974_4630-T1
GO:0005515,ATCC64974_7870-T1
GO:0055085,ATCC64974_4840-T1
GO:0005887,ATCC64974_4840-T1
GO:0044237,ATCC64974_5020-T1
GO:0016817,ATCC64974_3340-T1
GO:0055114,ATCC64974_7430-T1
GO:0020037,ATCC64974_7430-T1
GO:0016705,ATCC64974_7430-T1
GO:0005506,ATCC64974_7430-T1
GO:0016020,ATCC64974_7690-T1
GO:0055085,ATCC64974_7690-T1
GO:0006865,ATCC64974_7690-T1
GO:0016021,ATCC64974_7690-T1
GO:0022857,ATCC64974_7690-T1
GO:0005515,ATCC64974_1790-T1
GO:0000398,ATCC64974_500-T1
GO:0005681,ATCC64974_500-T1
GO:0003677,ATCC64974_520-T1
GO:0008080,ATCC64974_1550-T1
GO:0005515,ATCC64974_3910-T1
GO:0055085,ATCC64974_6720-T1
GO:0005887,ATCC64974_6720-T1
GO:0004672,ATCC64974_4060-T1
GO:0006468,ATCC64974_4060-T1
GO:0005524,ATCC64974_4060-T1
GO:0016020,ATCC64974_3240-T1
GO:0003755,ATCC64974_840-T1
GO:0004527,ATCC64974_8900-T1
GO:0003676,ATCC64974_8900-T1
GO:0000956,ATCC64974_8900-T1
GO:0008409,ATCC64974_8900-T1
GO:0006351,ATCC64974_1200-T1
GO:0008270,ATCC64974_1200-T1
GO:0005634,ATCC64974_1200-T1
GO:0003677,ATCC64974_1200-T1
GO:0016491,ATCC64974_5450-T1
GO:0000723,ATCC64974_8580-T1
GO:0003677,ATCC64974_8580-T1
GO:0000784,ATCC64974_8580-T1
GO:0005515,ATCC64974_4140-T1
GO:0016567,ATCC64974_4140-T1
GO:0004842,ATCC64974_4140-T1
GO:0031177,ATCC64974_1730-T1
GO:0003824,ATCC64974_1730-T1
GO:0016740,ATCC64974_1730-T1
GO:0015940,ATCC64974_6750-T1
GO:0008677,ATCC64974_6750-T1
GO:0016491,ATCC64974_6750-T1
GO:0055114,ATCC64974_6750-T1
GO:0004177,ATCC64974_6500-T1
GO:0005515,ATCC64974_4190-T1
GO:0055114,ATCC64974_4580-T1
GO:0016491,ATCC64974_4580-T1
GO:0008654,ATCC64974_1700-T1
GO:0004609,ATCC64974_1700-T1
GO:0004499,ATCC64974_1510-T1
GO:0050661,ATCC64974_1510-T1
GO:0050660,ATCC64974_1510-T1
GO:0055114,ATCC64974_1510-T1
GO:0003677,ATCC64974_3260-T1
GO:0005524,ATCC64974_3260-T1
GO:0006270,ATCC64974_3260-T1
GO:0042555,ATCC64974_3260-T1
GO:0003678,ATCC64974_3260-T1
GO:0005634,ATCC64974_3260-T1
GO:0006260,ATCC64974_3260-T1
GO:0005515,ATCC64974_4180-T1
GO:0006886,ATCC64974_540-T1
GO:0016192,ATCC64974_540-T1
GO:0030117,ATCC64974_540-T1
GO:0030131,ATCC64974_540-T1
GO:0030122,ATCC64974_540-T1
GO:0072583,ATCC64974_540-T1
GO:0035615,ATCC64974_540-T1
GO:0015031,ATCC64974_540-T1
GO:0005975,ATCC64974_3630-T1
GO:0004650,ATCC64974_3630-T1
GO:0055114,ATCC64974_2740-T1
GO:0020037,ATCC64974_2740-T1
GO:0016705,ATCC64974_2740-T1
GO:0005506,ATCC64974_2740-T1
GO:0016787,ATCC64974_190-T1
GO:0030163,ATCC64974_190-T1
GO:0005737,ATCC64974_190-T1
GO:0005524,ATCC64974_190-T1
GO:0004672,ATCC64974_2000-T1
GO:0006468,ATCC64974_2000-T1
GO:0005524,ATCC64974_2000-T1
GO:0004631,ATCC64974_3490-T1
GO:0005524,ATCC64974_3490-T1
GO:0008270,ATCC64974_9360-T1
GO:0050660,ATCC64974_7370-T1
GO:0055114,ATCC64974_7370-T1
GO:0016491,ATCC64974_7370-T1
GO:0071949,ATCC64974_7370-T1
GO:0030532,ATCC64974_5240-T1
GO:0008380,ATCC64974_5240-T1
GO:0005975,ATCC64974_1610-T1
GO:0004553,ATCC64974_1610-T1
GO:0004356,ATCC64974_2970-T1
GO:0006807,ATCC64974_2970-T1
GO:0016787,ATCC64974_2970-T1
GO:0003824,ATCC64974_2970-T1
GO:0003824,ATCC64974_3990-T1
GO:0043169,ATCC64974_3990-T1
GO:0005515,ATCC64974_6830-T1
GO:0003676,ATCC64974_640-T1
GO:0003824,ATCC64974_7270-T1
GO:0050662,ATCC64974_7270-T1
GO:0016579,ATCC64974_4260-T1
GO:0036459,ATCC64974_4260-T1
GO:0006511,ATCC64974_4260-T1
GO:0005975,ATCC64974_8400-T1
GO:0004553,ATCC64974_8400-T1
GO:0004672,ATCC64974_9350-T1
GO:0006468,ATCC64974_9350-T1
GO:0005524,ATCC64974_9350-T1
GO:0005515,ATCC64974_8920-T1
GO:0005992,ATCC64974_1960-T1
GO:0003824,ATCC64974_1960-T1
GO:0005737,ATCC64974_8510-T1
GO:0016462,ATCC64974_8510-T1
GO:0004096,ATCC64974_5890-T1
GO:0006979,ATCC64974_5890-T1
GO:0055114,ATCC64974_5890-T1
GO:0020037,ATCC64974_5890-T1
GO:0006614,ATCC64974_8040-T1
GO:0005525,ATCC64974_8040-T1
GO:0048500,ATCC64974_8040-T1
GO:0003924,ATCC64974_8040-T1
GO:0008312,ATCC64974_8040-T1
GO:0004672,ATCC64974_7840-T1
GO:0006468,ATCC64974_7840-T1
GO:0005524,ATCC64974_7840-T1
GO:0046982,ATCC64974_3540-T1
GO:0016763,ATCC64974_8460-T1
GO:0006400,ATCC64974_8460-T1
GO:0008479,ATCC64974_8460-T1
GO:0055085,ATCC64974_1660-T1
GO:0016020,ATCC64974_1660-T1
GO:0022857,ATCC64974_1660-T1
GO:0004807,ATCC64974_4080-T1
GO:0003824,ATCC64974_4080-T1
GO:0006096,ATCC64974_4080-T1
GO:0008270,ATCC64974_3940-T1
GO:0005634,ATCC64974_3940-T1
GO:0000981,ATCC64974_3940-T1
GO:0006355,ATCC64974_3940-T1
GO:0050525,ATCC64974_1950-T1
GO:0005576,ATCC64974_1950-T1
GO:0016787,ATCC64974_1950-T1
GO:0003824,ATCC64974_2550-T1
GO:0003824,ATCC64974_1250-T1
GO:0016887,ATCC64974_6570-T1
GO:0005524,ATCC64974_6570-T1
GO:0016020,ATCC64974_6570-T1
GO:0055085,ATCC64974_6570-T1
GO:0016021,ATCC64974_6570-T1
GO:0042626,ATCC64974_6570-T1
GO:0008716,ATCC64974_4590-T1
GO:0005524,ATCC64974_4590-T1
GO:0046872,ATCC64974_4590-T1
GO:0016887,ATCC64974_2900-T1
GO:0005524,ATCC64974_2900-T1
GO:0016021,ATCC64974_2900-T1
GO:0055085,ATCC64974_2900-T1
GO:0042626,ATCC64974_2900-T1
GO:0003677,ATCC64974_8630-T1
GO:0005524,ATCC64974_8630-T1
GO:0016787,ATCC64974_8630-T1
GO:0006289,ATCC64974_8630-T1
GO:0003678,ATCC64974_8630-T1
GO:0006367,ATCC64974_8630-T1
GO:0005515,ATCC64974_5490-T1
GO:0055085,ATCC64974_1120-T1
GO:0005887,ATCC64974_1120-T1
GO:0006351,ATCC64974_9230-T1
GO:0008270,ATCC64974_9230-T1
GO:0005634,ATCC64974_9230-T1
GO:0003677,ATCC64974_9230-T1
GO:0007005,ATCC64974_4090-T1
GO:0032865,ATCC64974_4090-T1
GO:0005515,ATCC64974_8750-T1
GO:0016579,ATCC64974_8750-T1
GO:0036459,ATCC64974_8750-T1
GO:0006511,ATCC64974_8750-T1
GO:0000439,ATCC64974_7160-T1
GO:0006289,ATCC64974_7160-T1
GO:0006355,ATCC64974_7160-T1
GO:0005787,ATCC64974_8780-T1
GO:0008233,ATCC64974_8780-T1
GO:0016021,ATCC64974_8780-T1
GO:0006465,ATCC64974_8780-T1
GO:0006351,ATCC64974_2390-T1
GO:0008270,ATCC64974_2390-T1
GO:0005634,ATCC64974_2390-T1
GO:0003677,ATCC64974_2390-T1
GO:0000981,ATCC64974_2390-T1
GO:0006355,ATCC64974_2390-T1
GO:0055114,ATCC64974_5950-T1
GO:0020037,ATCC64974_5950-T1
GO:0016705,ATCC64974_5950-T1
GO:0005506,ATCC64974_5950-T1
GO:0016829,ATCC64974_8140-T1
GO:0000030,ATCC64974_3420-T1
GO:0006486,ATCC64974_3420-T1
GO:0016020,ATCC64974_3420-T1
GO:0005515,ATCC64974_6410-T1
GO:0005524,ATCC64974_40-T1
GO:0055085,ATCC64974_610-T1
GO:0005887,ATCC64974_610-T1
GO:0052689,ATCC64974_1850-T1
GO:0008270,ATCC64974_10130-T1
GO:0005634,ATCC64974_10130-T1
GO:0000981,ATCC64974_10130-T1
GO:0006355,ATCC64974_10130-T1
GO:0055114,ATCC64974_6170-T1
GO:0016491,ATCC64974_6170-T1
GO:0008270,ATCC64974_2130-T1
GO:0005634,ATCC64974_2130-T1
GO:0000981,ATCC64974_2130-T1
GO:0006355,ATCC64974_2130-T1
GO:0055085,ATCC64974_6550-T1
GO:0005887,ATCC64974_6550-T1
GO:0006355,ATCC64974_5230-T1
GO:0008270,ATCC64974_5230-T1
GO:0043565,ATCC64974_5230-T1
GO:0008237,ATCC64974_1290-T1
GO:0016020,ATCC64974_9200-T1
GO:0048193,ATCC64974_9200-T1
GO:0016192,ATCC64974_9200-T1
GO:0042720,ATCC64974_9780-T1
GO:0071949,ATCC64974_7300-T1
GO:0006367,ATCC64974_8290-T1
GO:0005634,ATCC64974_8290-T1
GO:0046982,ATCC64974_8290-T1
GO:0004553,ATCC64974_4500-T1
GO:0005975,ATCC64974_4500-T1
GO:0016021,ATCC64974_7210-T1
GO:0005524,ATCC64974_7210-T1
GO:0055085,ATCC64974_7210-T1
GO:0042626,ATCC64974_7210-T1
GO:0016887,ATCC64974_7210-T1
GO:0005515,ATCC64974_3500-T1
GO:0006621,ATCC64974_7560-T1
GO:0016021,ATCC64974_7560-T1
GO:0046923,ATCC64974_7560-T1
GO:0008484,ATCC64974_890-T1
GO:0016740,ATCC64974_890-T1
GO:0006506,ATCC64974_890-T1
GO:0005789,ATCC64974_890-T1
GO:0003824,ATCC64974_890-T1
GO:0016021,ATCC64974_890-T1
GO:0051377,ATCC64974_890-T1
GO:0005515,ATCC64974_7120-T1
GO:0055085,ATCC64974_7150-T1
GO:0005887,ATCC64974_7150-T1
GO:0005524,ATCC64974_2820-T1
GO:0003676,ATCC64974_2820-T1
GO:0016702,ATCC64974_6960-T1
GO:0055114,ATCC64974_6960-T1
GO:0055085,ATCC64974_1530-T1
GO:0005887,ATCC64974_1530-T1
GO:0071949,ATCC64974_2940-T1
GO:0005524,ATCC64974_320-T1
GO:0006099,ATCC64974_320-T1
GO:0003824,ATCC64974_320-T1
GO:0046872,ATCC64974_320-T1
GO:0008270,ATCC64974_1770-T1
GO:0005634,ATCC64974_1770-T1
GO:0000981,ATCC64974_1770-T1
GO:0006355,ATCC64974_1770-T1
GO:0046872,ATCC64974_4820-T1
GO:0016813,ATCC64974_4820-T1
GO:0005515,ATCC64974_9540-T1
GO:0005737,ATCC64974_9540-T1
GO:0005525,ATCC64974_8930-T1
GO:0003824,ATCC64974_6600-T1
GO:0055114,ATCC64974_2560-T1
GO:0016614,ATCC64974_2560-T1
GO:0050660,ATCC64974_2560-T1
GO:0016020,ATCC64974_9280-T1
GO:0022857,ATCC64974_9280-T1
GO:0055085,ATCC64974_9280-T1
GO:0016021,ATCC64974_9280-T1
GO:0055114,ATCC64974_9870-T1
GO:0051287,ATCC64974_9870-T1
GO:0016616,ATCC64974_9870-T1
GO:0055114,ATCC64974_7400-T1
GO:0020037,ATCC64974_7400-T1
GO:0016705,ATCC64974_7400-T1
GO:0005506,ATCC64974_7400-T1
GO:0009116,ATCC64974_290-T1
GO:0000444,ATCC64974_9310-T1
GO:0007059,ATCC64974_9310-T1
GO:0051301,ATCC64974_9310-T1
GO:0016020,ATCC64974_3470-T1
GO:0022857,ATCC64974_3470-T1
GO:0055085,ATCC64974_3470-T1
GO:0016021,ATCC64974_3470-T1
GO:0008270,ATCC64974_7330-T1
GO:0005634,ATCC64974_7330-T1
GO:0000981,ATCC64974_7330-T1
GO:0006355,ATCC64974_7330-T1
GO:0006351,ATCC64974_7330-T1
GO:0003677,ATCC64974_7330-T1
GO:0055085,ATCC64974_8690-T1
GO:0005887,ATCC64974_8690-T1
GO:0046872,ATCC64974_8590-T1
GO:0016787,ATCC64974_8590-T1
GO:0006629,ATCC64974_3860-T1
GO:0008081,ATCC64974_3860-T1
GO:0020037,ATCC64974_6110-T1
GO:0019825,ATCC64974_6110-T1
GO:0003824,ATCC64974_7680-T1
GO:0016810,ATCC64974_3140-T1
GO:0016787,ATCC64974_3140-T1
GO:0055085,ATCC64974_9960-T1
GO:0005887,ATCC64974_9960-T1
GO:0003723,ATCC64974_8810-T1
GO:0003743,ATCC64974_8810-T1
GO:0006413,ATCC64974_8810-T1
GO:0005737,ATCC64974_8810-T1
GO:0005515,ATCC64974_1820-T1
GO:0003824,ATCC64974_1820-T1
GO:0009116,ATCC64974_1820-T1
GO:0016491,ATCC64974_8850-T1
GO:0016740,ATCC64974_8850-T1
GO:0055114,ATCC64974_8850-T1
GO:0003824,ATCC64974_8850-T1
GO:0016020,ATCC64974_7700-T1
GO:0004817,ATCC64974_4310-T1
GO:0005524,ATCC64974_4310-T1
GO:0006423,ATCC64974_4310-T1
GO:0006418,ATCC64974_4310-T1
GO:0000166,ATCC64974_4310-T1
GO:0004812,ATCC64974_4310-T1
GO:0004356,ATCC64974_1330-T1
GO:0006807,ATCC64974_1330-T1
GO:0003824,ATCC64974_1330-T1
GO:0030515,ATCC64974_8180-T1
GO:0042254,ATCC64974_8180-T1
GO:0001522,ATCC64974_8180-T1
GO:0016491,ATCC64974_7410-T1
GO:0055114,ATCC64974_7410-T1
GO:0003924,ATCC64974_9680-T1
GO:0005525,ATCC64974_9680-T1
GO:0070403,ATCC64974_7850-T1
GO:0003676,ATCC64974_4110-T1
GO:0030619,ATCC64974_4110-T1
GO:0055085,ATCC64974_10180-T1
GO:0003735,ATCC64974_990-T1
GO:0000463,ATCC64974_990-T1
GO:0022625,ATCC64974_990-T1
GO:0016021,ATCC64974_7180-T1
GO:0005515,ATCC64974_9170-T1
GO:0005634,ATCC64974_340-T1
GO:0003700,ATCC64974_340-T1
GO:0043565,ATCC64974_340-T1
GO:0006355,ATCC64974_340-T1
GO:0032977,ATCC64974_8300-T1
GO:0016021,ATCC64974_8300-T1
GO:0003735,ATCC64974_8990-T1
GO:0005840,ATCC64974_8990-T1
GO:0006412,ATCC64974_8990-T1
GO:0004100,ATCC64974_680-T1
GO:0006031,ATCC64974_680-T1
GO:0016491,ATCC64974_440-T1
GO:0006631,ATCC64974_440-T1
GO:0055114,ATCC64974_440-T1
GO:0003857,ATCC64974_440-T1
GO:0070403,ATCC64974_440-T1
GO:0016831,ATCC64974_6000-T1
GO:0071949,ATCC64974_3220-T1
GO:0008496,ATCC64974_3090-T1
GO:0016052,ATCC64974_3090-T1
GO:0003824,ATCC64974_3090-T1
GO:0055114,ATCC64974_9840-T1
GO:0016620,ATCC64974_9840-T1
GO:0016491,ATCC64974_9840-T1
GO:0046982,ATCC64974_9770-T1
GO:0050660,ATCC64974_2700-T1
GO:0055114,ATCC64974_2700-T1
GO:0016491,ATCC64974_2700-T1
GO:0071949,ATCC64974_2700-T1
GO:0046983,ATCC64974_7770-T1
GO:0055085,ATCC64974_6310-T1
GO:0005887,ATCC64974_6310-T1
GO:0005634,ATCC64974_9370-T1
GO:1905775,ATCC64974_9370-T1
GO:0005524,ATCC64974_9370-T1
GO:0003677,ATCC64974_9370-T1
GO:0042555,ATCC64974_9370-T1
GO:0006270,ATCC64974_9370-T1
GO:0006260,ATCC64974_9370-T1
GO:0044571,ATCC64974_9550-T1
GO:0031071,ATCC64974_9550-T1
GO:0030170,ATCC64974_9550-T1
GO:0003824,ATCC64974_9550-T1
GO:0019346,ATCC64974_7710-T1
GO:0030170,ATCC64974_7710-T1
GO:0006520,ATCC64974_7710-T1
GO:0016765,ATCC64974_7710-T1
GO:0003824,ATCC64974_7710-T1
GO:0016021,ATCC64974_1800-T1
GO:0055085,ATCC64974_1800-T1
GO:0016788,ATCC64974_9050-T1
GO:0009058,ATCC64974_9050-T1
GO:0003824,ATCC64974_9050-T1
GO:0006741,ATCC64974_5190-T1
GO:0003951,ATCC64974_5190-T1
GO:0019674,ATCC64974_5190-T1
GO:0006289,ATCC64974_480-T1
GO:0000439,ATCC64974_480-T1
GO:0001671,ATCC64974_480-T1
GO:0005515,ATCC64974_7650-T1
GO:0005515,ATCC64974_8890-T1
GO:0017128,ATCC64974_8230-T1
GO:0017121,ATCC64974_8230-T1
GO:0072686,ATCC64974_4540-T1
GO:0042729,ATCC64974_4540-T1
GO:0007052,ATCC64974_4540-T1
GO:0000049,ATCC64974_5520-T1
GO:0034227,ATCC64974_5520-T1
GO:0002098,ATCC64974_5520-T1
GO:0005975,ATCC64974_8020-T1
GO:0004553,ATCC64974_8020-T1
GO:0003824,ATCC64974_6060-T1
GO:0009098,ATCC64974_6060-T1
GO:0003852,ATCC64974_6060-T1
GO:0019752,ATCC64974_6060-T1
GO:0046912,ATCC64974_6060-T1
GO:0055085,ATCC64974_1410-T1
GO:0005887,ATCC64974_1410-T1
GO:0016846,ATCC64974_10150-T1
GO:0071949,ATCC64974_4770-T1
GO:0050151,ATCC64974_4770-T1
GO:0006631,ATCC64974_4770-T1
GO:0016787,ATCC64974_6760-T1
GO:0008270,ATCC64974_3020-T1
GO:0005634,ATCC64974_3020-T1
GO:0000981,ATCC64974_3020-T1
GO:0006355,ATCC64974_3020-T1
GO:0032958,ATCC64974_3850-T1
GO:0016301,ATCC64974_3850-T1
GO:0005515,ATCC64974_3580-T1
GO:0008270,ATCC64974_5090-T1
GO:0005634,ATCC64974_5090-T1
GO:0000981,ATCC64974_5090-T1
GO:0006355,ATCC64974_5090-T1
GO:0006351,ATCC64974_9930-T1
GO:0008270,ATCC64974_9930-T1
GO:0005634,ATCC64974_9930-T1
GO:0003677,ATCC64974_9930-T1
GO:0006302,ATCC64974_7580-T1
GO:0005634,ATCC64974_7580-T1
GO:0006310,ATCC64974_7580-T1
GO:0003677,ATCC64974_7580-T1
GO:0008270,ATCC64974_6260-T1
GO:0005634,ATCC64974_6260-T1
GO:0000981,ATCC64974_6260-T1
