goid,gid
GO:0003908,ATCC64974_47410-T1
GO:0016021,ATCC64974_41960-T1
GO:0005524,ATCC64974_41960-T1
GO:0016887,ATCC64974_41960-T1
GO:0042626,ATCC64974_41960-T1
GO:0055085,ATCC64974_41960-T1
GO:0006470,ATCC64974_47130-T1
GO:0004725,ATCC64974_47130-T1
GO:0071949,ATCC64974_44110-T1
GO:0004084,ATCC64974_41970-T1
GO:0009081,ATCC64974_41970-T1
GO:0003824,ATCC64974_41970-T1
GO:0022857,ATCC64974_41830-T1
GO:0055085,ATCC64974_41830-T1
GO:0016020,ATCC64974_41830-T1
GO:0016021,ATCC64974_41830-T1
GO:0016747,ATCC64974_42810-T1
GO:0022857,ATCC64974_42940-T1
GO:0055085,ATCC64974_42940-T1
GO:0016020,ATCC64974_42940-T1
GO:0016021,ATCC64974_42940-T1
GO:0005515,ATCC64974_45390-T1
GO:0008233,ATCC64974_45390-T1
GO:0006508,ATCC64974_45390-T1
GO:0005515,ATCC64974_41860-T1
GO:0032780,ATCC64974_48740-T1
GO:0042030,ATCC64974_48740-T1
GO:0005739,ATCC64974_48740-T1
GO:0016798,ATCC64974_48560-T1
GO:0071555,ATCC64974_48560-T1
GO:0005618,ATCC64974_48560-T1
GO:0004553,ATCC64974_48560-T1
GO:0005975,ATCC64974_48560-T1
GO:0042626,ATCC64974_42280-T1
GO:0005524,ATCC64974_42280-T1
GO:0055085,ATCC64974_42280-T1
GO:0016021,ATCC64974_42280-T1
GO:0016887,ATCC64974_42280-T1
GO:0003824,ATCC64974_48990-T1
GO:0003938,ATCC64974_48990-T1
GO:0055114,ATCC64974_48990-T1
GO:0006164,ATCC64974_48990-T1
GO:0016491,ATCC64974_48990-T1
GO:0005515,ATCC64974_47420-T1
GO:0008299,ATCC64974_46230-T1
GO:0004421,ATCC64974_46230-T1
GO:0003824,ATCC64974_46230-T1
GO:0003824,ATCC64974_45560-T1
GO:0055114,ATCC64974_45560-T1
GO:0018580,ATCC64974_45560-T1
GO:0006284,ATCC64974_45240-T1
GO:0006289,ATCC64974_45240-T1
GO:0003684,ATCC64974_45240-T1
GO:0008534,ATCC64974_45240-T1
GO:0003824,ATCC64974_45240-T1
GO:0006281,ATCC64974_45240-T1
GO:0004526,ATCC64974_47720-T1
GO:0005634,ATCC64974_47720-T1
GO:0008033,ATCC64974_47720-T1
GO:0003676,ATCC64974_47720-T1
GO:0004553,ATCC64974_40800-T1
GO:0030245,ATCC64974_40800-T1
GO:0030248,ATCC64974_40800-T1
GO:0005576,ATCC64974_40800-T1
GO:0005975,ATCC64974_40800-T1
GO:0005887,ATCC64974_43790-T1
GO:0055085,ATCC64974_43790-T1
GO:0031177,ATCC64974_42010-T1
GO:0003824,ATCC64974_42010-T1
GO:0005887,ATCC64974_43330-T1
GO:0055085,ATCC64974_43330-T1
GO:0055114,ATCC64974_42780-T1
GO:0005507,ATCC64974_42780-T1
GO:0016491,ATCC64974_42780-T1
GO:0016757,ATCC64974_45650-T1
GO:0008237,ATCC64974_50770-T1
GO:0008270,ATCC64974_44350-T1
GO:0006351,ATCC64974_44350-T1
GO:0005634,ATCC64974_44350-T1
GO:0003677,ATCC64974_44350-T1
GO:0000981,ATCC64974_44350-T1
GO:0006355,ATCC64974_44350-T1
GO:0005887,ATCC64974_42180-T1
GO:0055085,ATCC64974_42180-T1
GO:0016868,ATCC64974_48030-T1
GO:0005975,ATCC64974_48030-T1
GO:0071704,ATCC64974_48030-T1
GO:0000287,ATCC64974_48030-T1
GO:0008270,ATCC64974_41530-T1
GO:0006351,ATCC64974_41530-T1
GO:0005634,ATCC64974_41530-T1
GO:0003677,ATCC64974_41530-T1
GO:0005740,ATCC64974_48450-T1
GO:0004129,ATCC64974_48450-T1
GO:0016020,ATCC64974_42130-T1
GO:0022857,ATCC64974_42130-T1
GO:0055085,ATCC64974_42130-T1
GO:0006396,ATCC64974_46970-T1
GO:0003676,ATCC64974_46970-T1
GO:0005515,ATCC64974_46970-T1
GO:0016491,ATCC64974_47210-T1
GO:0055114,ATCC64974_47210-T1
GO:0005515,ATCC64974_47000-T1
GO:0006364,ATCC64974_47000-T1
GO:0005730,ATCC64974_47000-T1
GO:0003824,ATCC64974_50410-T1
GO:0016021,ATCC64974_41520-T1
GO:0005524,ATCC64974_41520-T1
GO:0016887,ATCC64974_41520-T1
GO:0042626,ATCC64974_41520-T1
GO:0055085,ATCC64974_41520-T1
GO:0016787,ATCC64974_41560-T1
GO:0016811,ATCC64974_47320-T1
GO:0016746,ATCC64974_44790-T1
GO:0045254,ATCC64974_44790-T1
GO:0006090,ATCC64974_44790-T1
GO:0004742,ATCC64974_44790-T1
GO:0016491,ATCC64974_41290-T1
GO:0055114,ATCC64974_41290-T1
GO:0006779,ATCC64974_44810-T1
GO:0019354,ATCC64974_44810-T1
GO:0055114,ATCC64974_44810-T1
GO:0003774,ATCC64974_46540-T1
GO:0005524,ATCC64974_46540-T1
GO:0016459,ATCC64974_46540-T1
GO:0051015,ATCC64974_46540-T1
GO:0005515,ATCC64974_46540-T1
GO:0016021,ATCC64974_49410-T1
GO:0006096,ATCC64974_49600-T1
GO:0000287,ATCC64974_49600-T1
GO:0004743,ATCC64974_49600-T1
GO:0030955,ATCC64974_49600-T1
GO:0003824,ATCC64974_49600-T1
GO:0016787,ATCC64974_49260-T1
GO:0004724,ATCC64974_49260-T1
GO:0048037,ATCC64974_49260-T1
GO:0016491,ATCC64974_44070-T1
GO:0055114,ATCC64974_44070-T1
GO:0008270,ATCC64974_44070-T1
GO:0016272,ATCC64974_47920-T1
GO:0006457,ATCC64974_47920-T1
GO:0016020,ATCC64974_46650-T1
GO:0000981,ATCC64974_43090-T1
GO:0005634,ATCC64974_43090-T1
GO:0006355,ATCC64974_43090-T1
GO:0008270,ATCC64974_43090-T1
GO:0003735,ATCC64974_45720-T1
GO:0006412,ATCC64974_45720-T1
GO:0005840,ATCC64974_45720-T1
GO:0004553,ATCC64974_41820-T1
GO:0005975,ATCC64974_41820-T1
GO:0005887,ATCC64974_41320-T1
GO:0055085,ATCC64974_41320-T1
GO:0008270,ATCC64974_41320-T1
GO:0006351,ATCC64974_41320-T1
GO:0005634,ATCC64974_41320-T1
GO:0003677,ATCC64974_41320-T1
GO:0006468,ATCC64974_46060-T1
GO:0004672,ATCC64974_46060-T1
GO:0005524,ATCC64974_46060-T1
GO:0004707,ATCC64974_46060-T1
GO:0004190,ATCC64974_49990-T1
GO:0006508,ATCC64974_49990-T1
GO:0016787,ATCC64974_49300-T1
GO:0051537,ATCC64974_43600-T1
GO:0044237,ATCC64974_43600-T1
GO:0055114,ATCC64974_43600-T1
GO:0016491,ATCC64974_43600-T1
GO:0005506,ATCC64974_43600-T1
GO:0006561,ATCC64974_46790-T1
GO:0055114,ATCC64974_46790-T1
GO:0004735,ATCC64974_46790-T1
GO:0003824,ATCC64974_44760-T1
GO:0055114,ATCC64974_44760-T1
GO:0005975,ATCC64974_44760-T1
GO:0016616,ATCC64974_44760-T1
GO:0016491,ATCC64974_44760-T1
GO:0030060,ATCC64974_44760-T1
GO:0006099,ATCC64974_44760-T1
GO:0019752,ATCC64974_44760-T1
GO:0006108,ATCC64974_44760-T1
GO:0016615,ATCC64974_44760-T1
GO:0005524,ATCC64974_50310-T1
GO:0006003,ATCC64974_50310-T1
GO:0003824,ATCC64974_50310-T1
GO:0003873,ATCC64974_50310-T1
GO:0006000,ATCC64974_50310-T1
GO:0000413,ATCC64974_47370-T1
GO:0003755,ATCC64974_47370-T1
GO:0005515,ATCC64974_47370-T1
GO:0006457,ATCC64974_47370-T1
GO:0004497,ATCC64974_50420-T1
GO:0005506,ATCC64974_50420-T1
GO:0055114,ATCC64974_50420-T1
GO:0016705,ATCC64974_50420-T1
GO:0020037,ATCC64974_50420-T1
GO:0055114,ATCC64974_49500-T1
GO:0016491,ATCC64974_49500-T1
GO:0004252,ATCC64974_45980-T1
GO:0006508,ATCC64974_45980-T1
GO:0022857,ATCC64974_48080-T1
GO:0055085,ATCC64974_48080-T1
GO:0016020,ATCC64974_48080-T1
GO:0016021,ATCC64974_48080-T1
GO:0005524,ATCC64974_46700-T1
GO:0046872,ATCC64974_46700-T1
GO:0016021,ATCC64974_48900-T1
GO:0022857,ATCC64974_48900-T1
GO:0055085,ATCC64974_48900-T1
GO:0055085,ATCC64974_42320-T1
GO:0016020,ATCC64974_42320-T1
GO:0022857,ATCC64974_42320-T1
GO:0016407,ATCC64974_41620-T1
GO:0003735,ATCC64974_49670-T1
GO:0006412,ATCC64974_49670-T1
GO:0005840,ATCC64974_49670-T1
GO:0022857,ATCC64974_46340-T1
GO:0055085,ATCC64974_46340-T1
GO:0016020,ATCC64974_46340-T1
GO:0016021,ATCC64974_46340-T1
GO:0005524,ATCC64974_44700-T1
GO:0006003,ATCC64974_44700-T1
GO:0003824,ATCC64974_44700-T1
GO:0003873,ATCC64974_44700-T1
GO:0006000,ATCC64974_44700-T1
GO:0016021,ATCC64974_47080-T1
GO:0035434,ATCC64974_47080-T1
GO:0005375,ATCC64974_47080-T1
GO:0016757,ATCC64974_44410-T1
GO:0016021,ATCC64974_44410-T1
GO:0006360,ATCC64974_47940-T1
GO:0020037,ATCC64974_49540-T1
GO:0055114,ATCC64974_49540-T1
GO:0005506,ATCC64974_49540-T1
GO:0016705,ATCC64974_49540-T1
GO:0016491,ATCC64974_44380-T1
GO:0006511,ATCC64974_44620-T1
GO:0004175,ATCC64974_44620-T1
GO:0019773,ATCC64974_44620-T1
GO:0004298,ATCC64974_44620-T1
GO:0005839,ATCC64974_44620-T1
GO:0051603,ATCC64974_44620-T1
GO:0050662,ATCC64974_49070-T1
GO:0055114,ATCC64974_49070-T1
GO:0015936,ATCC64974_49070-T1
GO:0004420,ATCC64974_49070-T1
GO:0005515,ATCC64974_49070-T1
GO:0008299,ATCC64974_49070-T1
GO:0016616,ATCC64974_49070-T1
GO:0006412,ATCC64974_48480-T1
GO:0005840,ATCC64974_48480-T1
GO:0003735,ATCC64974_48480-T1
GO:0006310,ATCC64974_50810-T1
GO:0006281,ATCC64974_50810-T1
GO:0006260,ATCC64974_50810-T1
GO:0005634,ATCC64974_50810-T1
GO:0003677,ATCC64974_50810-T1
GO:0003676,ATCC64974_50810-T1
GO:0003824,ATCC64974_43660-T1
GO:0055114,ATCC64974_43660-T1
GO:0010181,ATCC64974_43660-T1
GO:0016491,ATCC64974_43660-T1
GO:0043386,ATCC64974_42290-T1
GO:0005524,ATCC64974_49120-T1
GO:0000981,ATCC64974_48630-T1
GO:0005634,ATCC64974_48630-T1
GO:0006355,ATCC64974_48630-T1
GO:0008270,ATCC64974_48630-T1
GO:0008270,ATCC64974_49720-T1
GO:0005509,ATCC64974_49720-T1
GO:0008171,ATCC64974_41250-T1
GO:0008168,ATCC64974_41250-T1
GO:0018738,ATCC64974_45400-T1
GO:0046294,ATCC64974_45400-T1
GO:0006779,ATCC64974_50540-T1
GO:0004109,ATCC64974_50540-T1
GO:0055114,ATCC64974_50540-T1
GO:0006468,ATCC64974_46100-T1
GO:0004672,ATCC64974_46100-T1
GO:0005524,ATCC64974_46100-T1
GO:0016829,ATCC64974_43630-T1
GO:0003824,ATCC64974_43630-T1
GO:0030151,ATCC64974_44510-T1
GO:0003824,ATCC64974_44510-T1
GO:0030170,ATCC64974_44510-T1
GO:0005515,ATCC64974_43900-T1
GO:0005524,ATCC64974_46270-T1
GO:0046872,ATCC64974_46270-T1
GO:0006418,ATCC64974_47460-T1
GO:0000166,ATCC64974_47460-T1
GO:0004812,ATCC64974_47460-T1
GO:0005524,ATCC64974_47460-T1
GO:0004815,ATCC64974_47460-T1
GO:0006422,ATCC64974_47460-T1
GO:0005737,ATCC64974_47460-T1
GO:0031177,ATCC64974_41180-T1
GO:0016491,ATCC64974_41180-T1
GO:0003824,ATCC64974_41180-T1
GO:0016740,ATCC64974_41180-T1
GO:0005515,ATCC64974_44530-T1
GO:0006396,ATCC64974_45480-T1
GO:0004525,ATCC64974_45480-T1
GO:0006468,ATCC64974_43880-T1
GO:0004672,ATCC64974_43880-T1
GO:0005524,ATCC64974_43880-T1
GO:0003676,ATCC64974_45250-T1
GO:0005634,ATCC64974_45250-T1
GO:0006397,ATCC64974_45250-T1
GO:0003723,ATCC64974_45250-T1
GO:0000104,ATCC64974_45470-T1
GO:0006099,ATCC64974_45470-T1
GO:0045281,ATCC64974_45470-T1
GO:0016627,ATCC64974_45470-T1
GO:0016020,ATCC64974_45470-T1
GO:0009055,ATCC64974_45470-T1
GO:0016717,ATCC64974_44580-T1
GO:0055114,ATCC64974_44580-T1
GO:0006629,ATCC64974_44580-T1
GO:0016021,ATCC64974_44580-T1
GO:0004768,ATCC64974_44580-T1
GO:0006636,ATCC64974_44580-T1
GO:0020037,ATCC64974_44580-T1
GO:0003824,ATCC64974_41420-T1
GO:0005975,ATCC64974_45960-T1
GO:0003824,ATCC64974_45960-T1
GO:0006098,ATCC64974_45960-T1
GO:0004801,ATCC64974_45960-T1
GO:0005737,ATCC64974_45960-T1
GO:0004721,ATCC64974_49160-T1
GO:0006397,ATCC64974_49160-T1
GO:0005634,ATCC64974_49160-T1
GO:0003824,ATCC64974_47820-T1
GO:0046872,ATCC64974_47820-T1
GO:0000981,ATCC64974_49970-T1
GO:0005634,ATCC64974_49970-T1
GO:0006355,ATCC64974_49970-T1
GO:0008270,ATCC64974_49970-T1
GO:0004601,ATCC64974_42450-T1
GO:0005509,ATCC64974_44320-T1
GO:0006568,ATCC64974_41610-T1
GO:0004834,ATCC64974_41610-T1
GO:0003824,ATCC64974_41610-T1
GO:0000162,ATCC64974_41610-T1
GO:0008270,ATCC64974_43570-T1
GO:0006351,ATCC64974_43570-T1
GO:0005634,ATCC64974_43570-T1
GO:0003677,ATCC64974_43570-T1
GO:0016491,ATCC64974_45780-T1
GO:0005515,ATCC64974_45130-T1
GO:0003723,ATCC64974_45130-T1
GO:0000981,ATCC64974_49810-T1
GO:0005634,ATCC64974_49810-T1
GO:0006355,ATCC64974_49810-T1
GO:0008270,ATCC64974_49810-T1
GO:0006351,ATCC64974_49810-T1
GO:0003677,ATCC64974_49810-T1
GO:0010181,ATCC64974_49390-T1
GO:0016491,ATCC64974_49390-T1
GO:0055114,ATCC64974_49390-T1
GO:0003824,ATCC64974_49390-T1
GO:0005515,ATCC64974_49780-T1
GO:0005515,ATCC64974_44890-T1
GO:0003677,ATCC64974_44890-T1
GO:0005887,ATCC64974_50380-T1
GO:0055085,ATCC64974_50380-T1
GO:0016787,ATCC64974_40870-T1
GO:0006468,ATCC64974_47520-T1
GO:0004672,ATCC64974_47520-T1
GO:0005524,ATCC64974_47520-T1
GO:0016491,ATCC64974_44240-T1
GO:0055114,ATCC64974_44240-T1
GO:0008270,ATCC64974_48770-T1
GO:0055085,ATCC64974_45750-T1
GO:0016020,ATCC64974_45750-T1
GO:0022857,ATCC64974_45750-T1
GO:0016884,ATCC64974_44260-T1
GO:0003824,ATCC64974_43540-T1
GO:0006520,ATCC64974_43540-T1
GO:0016829,ATCC64974_43540-T1
GO:0006388,ATCC64974_48350-T1
GO:0016772,ATCC64974_48350-T1
GO:0016747,ATCC64974_50260-T1
GO:0016787,ATCC64974_43350-T1
GO:0022857,ATCC64974_44660-T1
GO:0055085,ATCC64974_44660-T1
GO:0016020,ATCC64974_44660-T1
GO:0016021,ATCC64974_44660-T1
GO:0008080,ATCC64974_43160-T1
GO:0055114,ATCC64974_47750-T1
GO:0008131,ATCC64974_47750-T1
GO:0048038,ATCC64974_47750-T1
GO:0009308,ATCC64974_47750-T1
GO:0005507,ATCC64974_47750-T1
GO:0005515,ATCC64974_46930-T1
GO:0004553,ATCC64974_43320-T1
GO:0005975,ATCC64974_43320-T1
GO:0030246,ATCC64974_43320-T1
GO:0003824,ATCC64974_43320-T1
GO:0006801,ATCC64974_45950-T1
GO:0046872,ATCC64974_45950-T1
GO:0055114,ATCC64974_45950-T1
GO:0004784,ATCC64974_45950-T1
GO:0008168,ATCC64974_50620-T1
GO:0003676,ATCC64974_45300-T1
GO:0003676,ATCC64974_50830-T1
GO:0005524,ATCC64974_50830-T1
GO:0003824,ATCC64974_43080-T1
GO:0005975,ATCC64974_50250-T1
GO:0004553,ATCC64974_50250-T1
GO:0009820,ATCC64974_45020-T1
GO:0016765,ATCC64974_45020-T1
GO:0005515,ATCC64974_44900-T1
GO:0003700,ATCC64974_49470-T1
GO:0006355,ATCC64974_49470-T1
GO:0005515,ATCC64974_46630-T1
GO:0006468,ATCC64974_46630-T1
GO:0004672,ATCC64974_46630-T1
GO:0005524,ATCC64974_46630-T1
GO:0009058,ATCC64974_43000-T1
GO:0030170,ATCC64974_43000-T1
GO:0003824,ATCC64974_43000-T1
GO:0000981,ATCC64974_47170-T1
GO:0005634,ATCC64974_47170-T1
GO:0006355,ATCC64974_47170-T1
GO:0008270,ATCC64974_47170-T1
GO:0051499,ATCC64974_47380-T1
GO:0005737,ATCC64974_47380-T1
GO:0002161,ATCC64974_47380-T1
GO:0005515,ATCC64974_47600-T1
GO:0008270,ATCC64974_41540-T1
GO:0006351,ATCC64974_41540-T1
GO:0005634,ATCC64974_41540-T1
GO:0003677,ATCC64974_41540-T1
GO:0005515,ATCC64974_49360-T1
GO:0016021,ATCC64974_49100-T1
GO:0035434,ATCC64974_49100-T1
GO:0005375,ATCC64974_49100-T1
GO:0000166,ATCC64974_48960-T1
GO:0005737,ATCC64974_48960-T1
GO:0006432,ATCC64974_48960-T1
GO:0004826,ATCC64974_48960-T1
GO:0005524,ATCC64974_48960-T1
GO:0000049,ATCC64974_48960-T1
GO:0043039,ATCC64974_48960-T1
GO:0004812,ATCC64974_48960-T1
GO:0003824,ATCC64974_44830-T1
GO:0006654,ATCC64974_44830-T1
GO:0004630,ATCC64974_44830-T1
GO:0048017,ATCC64974_44830-T1
GO:0006812,ATCC64974_50230-T1
GO:0055085,ATCC64974_50230-T1
GO:0015299,ATCC64974_50230-T1
GO:0016021,ATCC64974_50230-T1
GO:0016491,ATCC64974_41020-T1
GO:0005515,ATCC64974_48340-T1
GO:0016787,ATCC64974_42660-T1
GO:0000981,ATCC64974_41570-T1
GO:0005634,ATCC64974_41570-T1
GO:0006355,ATCC64974_41570-T1
GO:0008270,ATCC64974_41570-T1
GO:0000981,ATCC64974_44360-T1
GO:0008270,ATCC64974_44360-T1
GO:0005634,ATCC64974_44360-T1
GO:0006355,ATCC64974_44360-T1
GO:0016491,ATCC64974_41640-T1
GO:0055114,ATCC64974_41640-T1
GO:0006631,ATCC64974_41640-T1
GO:0003857,ATCC64974_41640-T1
GO:0031177,ATCC64974_41280-T1
GO:0003824,ATCC64974_41280-T1
GO:0003676,ATCC64974_41440-T1
GO:0004523,ATCC64974_41440-T1
GO:0016747,ATCC64974_42340-T1
GO:0016491,ATCC64974_48270-T1
GO:0055114,ATCC64974_48270-T1
GO:0008270,ATCC64974_48270-T1
GO:0005515,ATCC64974_43430-T1
GO:0006744,ATCC64974_47140-T1
GO:0055114,ATCC64974_47140-T1
GO:0008270,ATCC64974_43530-T1
GO:0006351,ATCC64974_43530-T1
GO:0005634,ATCC64974_43530-T1
GO:0003677,ATCC64974_43530-T1
GO:0000981,ATCC64974_43530-T1
GO:0006355,ATCC64974_43530-T1
GO:0005515,ATCC64974_41220-T1
GO:0055114,ATCC64974_46250-T1
GO:0016627,ATCC64974_46250-T1
GO:0050660,ATCC64974_46250-T1
GO:0003995,ATCC64974_46250-T1
GO:0006412,ATCC64974_48020-T1
GO:0005840,ATCC64974_48020-T1
GO:0003735,ATCC64974_48020-T1
GO:0015935,ATCC64974_48020-T1
GO:0006629,ATCC64974_48020-T1
GO:0003723,ATCC64974_48020-T1
GO:0008270,ATCC64974_41660-T1
GO:0006351,ATCC64974_41660-T1
GO:0005634,ATCC64974_41660-T1
GO:0003677,ATCC64974_41660-T1
GO:0000981,ATCC64974_41660-T1
GO:0006355,ATCC64974_41660-T1
GO:0042300,ATCC64974_47560-T1
GO:0000250,ATCC64974_47560-T1
GO:0016866,ATCC64974_47560-T1
GO:0016104,ATCC64974_47560-T1
GO:0005811,ATCC64974_47560-T1
GO:0005086,ATCC64974_44800-T1
GO:0032012,ATCC64974_44800-T1
GO:0005887,ATCC64974_41430-T1
GO:0055085,ATCC64974_41430-T1
GO:0005515,ATCC64974_44480-T1
GO:0009116,ATCC64974_44480-T1
GO:0003824,ATCC64974_44480-T1
GO:0043531,ATCC64974_44480-T1
GO:0016627,ATCC64974_42110-T1
GO:0055114,ATCC64974_42110-T1
GO:0016491,ATCC64974_50820-T1
GO:0055114,ATCC64974_50820-T1
GO:0005515,ATCC64974_46080-T1
GO:0005525,ATCC64974_46220-T1
GO:0003924,ATCC64974_46220-T1
GO:0007165,ATCC64974_46220-T1
GO:0016020,ATCC64974_46220-T1
GO:0043386,ATCC64974_43990-T1
GO:0006468,ATCC64974_46800-T1
GO:0004672,ATCC64974_46800-T1
GO:0005524,ATCC64974_46800-T1
GO:0004674,ATCC64974_46800-T1
GO:0005515,ATCC64974_48470-T1
GO:0000398,ATCC64974_48470-T1
GO:0003723,ATCC64974_48470-T1
GO:0017070,ATCC64974_48470-T1
GO:0030623,ATCC64974_48470-T1
GO:0045735,ATCC64974_40920-T1
GO:0005992,ATCC64974_49340-T1
GO:0003825,ATCC64974_49340-T1
GO:0003824,ATCC64974_49340-T1
GO:0003735,ATCC64974_48800-T1
GO:0005840,ATCC64974_48800-T1
GO:0006412,ATCC64974_48800-T1
GO:0003677,ATCC64974_50610-T1
GO:0016579,ATCC64974_50220-T1
GO:0036459,ATCC64974_50220-T1
GO:0006511,ATCC64974_50220-T1
GO:0016787,ATCC64974_41390-T1
GO:0032259,ATCC64974_50850-T1
GO:0008168,ATCC64974_50850-T1
GO:0001510,ATCC64974_50850-T1
GO:0005887,ATCC64974_45730-T1
GO:0055085,ATCC64974_45730-T1
GO:0009116,ATCC64974_42050-T1
GO:0003824,ATCC64974_42050-T1
GO:0004222,ATCC64974_48170-T1
GO:0016020,ATCC64974_48170-T1
GO:0006508,ATCC64974_48170-T1
GO:0005524,ATCC64974_48170-T1
GO:0008270,ATCC64974_48170-T1
GO:0016021,ATCC64974_48170-T1
GO:0004177,ATCC64974_49700-T1
GO:0008235,ATCC64974_49700-T1
GO:0006508,ATCC64974_49700-T1
GO:0006486,ATCC64974_47770-T1
GO:0003980,ATCC64974_47770-T1
GO:0005681,ATCC64974_44290-T1
GO:0000398,ATCC64974_44290-T1
GO:0071949,ATCC64974_42220-T1
GO:0005576,ATCC64974_43960-T1
GO:0016787,ATCC64974_43960-T1
GO:0005515,ATCC64974_41380-T1
GO:0022857,ATCC64974_41300-T1
GO:0055085,ATCC64974_41300-T1
GO:0016491,ATCC64974_47360-T1
GO:0055114,ATCC64974_47360-T1
GO:0005515,ATCC64974_48850-T1
GO:0019205,ATCC64974_50590-T1
GO:0006139,ATCC64974_50590-T1
GO:0005524,ATCC64974_50590-T1
GO:0004017,ATCC64974_50590-T1
GO:0016776,ATCC64974_50590-T1
GO:0006172,ATCC64974_50590-T1
GO:0005515,ATCC64974_49020-T1
GO:0043087,ATCC64974_49020-T1
GO:0007165,ATCC64974_49020-T1
GO:0016491,ATCC64974_41900-T1
GO:0005992,ATCC64974_49350-T1
GO:0003824,ATCC64974_49350-T1
GO:0016788,ATCC64974_45040-T1
GO:0005887,ATCC64974_41480-T1
GO:0055085,ATCC64974_41480-T1
GO:0055085,ATCC64974_44030-T1
GO:0042626,ATCC64974_44030-T1
GO:0005524,ATCC64974_44030-T1
GO:0016021,ATCC64974_44030-T1
GO:0016887,ATCC64974_44030-T1
GO:0016020,ATCC64974_44030-T1
GO:0003824,ATCC64974_40940-T1
GO:0016624,ATCC64974_50050-T1
GO:0004739,ATCC64974_50050-T1
GO:0043231,ATCC64974_50050-T1
GO:0006086,ATCC64974_50050-T1
GO:0005515,ATCC64974_44850-T1
GO:0005887,ATCC64974_48930-T1
GO:0055085,ATCC64974_48930-T1
GO:0004749,ATCC64974_44820-T1
GO:0009165,ATCC64974_44820-T1
GO:0000287,ATCC64974_44820-T1
GO:0009156,ATCC64974_44820-T1
GO:0044249,ATCC64974_44820-T1
GO:0009116,ATCC64974_44820-T1
GO:0005515,ATCC64974_48500-T1
GO:0008239,ATCC64974_44190-T1
GO:0016787,ATCC64974_44190-T1
GO:0005515,ATCC64974_50010-T1
GO:0003824,ATCC64974_45460-T1
GO:0005975,ATCC64974_45460-T1
GO:0016307,ATCC64974_49590-T1
GO:0046488,ATCC64974_49590-T1
GO:0046872,ATCC64974_49590-T1
GO:0005524,ATCC64974_49590-T1
GO:0016757,ATCC64974_43930-T1
GO:0005515,ATCC64974_41350-T1
GO:0005515,ATCC64974_45150-T1
GO:0005515,ATCC64974_45120-T1
GO:0016887,ATCC64974_44980-T1
GO:0005524,ATCC64974_44980-T1
GO:0016192,ATCC64974_49740-T1
GO:0055114,ATCC64974_42820-T1
GO:0016614,ATCC64974_42820-T1
GO:0050660,ATCC64974_42820-T1
GO:0005515,ATCC64974_50600-T1
GO:0005838,ATCC64974_50600-T1
GO:0003868,ATCC64974_44500-T1
GO:0055114,ATCC64974_44500-T1
GO:0016701,ATCC64974_44500-T1
GO:0009072,ATCC64974_44500-T1
GO:0006725,ATCC64974_44150-T1
GO:0016491,ATCC64974_44150-T1
GO:0008198,ATCC64974_44150-T1
GO:0055114,ATCC64974_44150-T1
GO:0008270,ATCC64974_44150-T1
GO:0016701,ATCC64974_44150-T1
GO:0005524,ATCC64974_48590-T1
GO:0003777,ATCC64974_48590-T1
GO:0008017,ATCC64974_48590-T1
GO:0007018,ATCC64974_48590-T1
GO:0005524,ATCC64974_49230-T1
GO:0016787,ATCC64974_49230-T1
GO:0005515,ATCC64974_48820-T1
GO:0008270,ATCC64974_46020-T1
GO:0006351,ATCC64974_46020-T1
GO:0005634,ATCC64974_46020-T1
GO:0003677,ATCC64974_46020-T1
GO:0035556,ATCC64974_46820-T1
GO:0035023,ATCC64974_46820-T1
GO:0005089,ATCC64974_46820-T1
GO:0016705,ATCC64974_43240-T1
GO:0020037,ATCC64974_43240-T1
GO:0055114,ATCC64974_43240-T1
GO:0005506,ATCC64974_43240-T1
GO:0005515,ATCC64974_48780-T1
GO:0003824,ATCC64974_50290-T1
GO:0016491,ATCC64974_50290-T1
GO:0020037,ATCC64974_50290-T1
GO:0005515,ATCC64974_50160-T1
GO:0016787,ATCC64974_50350-T1
GO:0003824,ATCC64974_49180-T1
GO:0016491,ATCC64974_43970-T1
GO:0055114,ATCC64974_43970-T1
GO:0006468,ATCC64974_48890-T1
GO:0004672,ATCC64974_48890-T1
GO:0005524,ATCC64974_48890-T1
GO:0016874,ATCC64974_46240-T1
GO:0005524,ATCC64974_47070-T1
GO:0006508,ATCC64974_41680-T1
GO:0004190,ATCC64974_41680-T1
GO:0005515,ATCC64974_47480-T1
GO:0055114,ATCC64974_43030-T1
GO:0004499,ATCC64974_43030-T1
GO:0050660,ATCC64974_43030-T1
GO:0050661,ATCC64974_43030-T1
GO:0071949,ATCC64974_49690-T1
GO:0019805,ATCC64974_49690-T1
GO:0006569,ATCC64974_49690-T1
GO:0004502,ATCC64974_49690-T1
GO:0055114,ATCC64974_47090-T1
GO:0016491,ATCC64974_47090-T1
GO:0005515,ATCC64974_45640-T1
GO:0000350,ATCC64974_46550-T1
GO:0005887,ATCC64974_41260-T1
GO:0055085,ATCC64974_41260-T1
GO:0005524,ATCC64974_44750-T1
GO:0003824,ATCC64974_49770-T1
GO:0016491,ATCC64974_50460-T1
GO:0055114,ATCC64974_50460-T1
GO:0003824,ATCC64974_50460-T1
GO:0015930,ATCC64974_50460-T1
GO:0006537,ATCC64974_50460-T1
GO:0016638,ATCC64974_50460-T1
